Contrato,Sector,Concurso,Anio_Proyecto,Titulo_Proyecto,Fecha_Inicio,Fecha_Fin,Empresa,Distrito,Provincia,Region,Ubigeo,Monto_Estado,Aporte_Empresa,Aporte_No_Financiero,Moneda,Fecha_Corte,ANIO_CORTE_ARCHIVO,Fecha_Corte_Std,Anio_Corte_Num,Monto_Total_Proyecto
001-2023-PRODUCE/PROINNOVATE,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A LA INTERNACIONALIZACIÓN MODALIDAD I - EMPRENDEDOR EXPORTADOR,2023,EXPORTACION DIRECTA DE BANANO ORGANICO DE CAFOM CYDEX HACIA EL MERCADO DE ALEMANIA,20230517.0,20241115.0,COOPERATIVA AGRARIA DE FRUTAS ORGANICAS MALLARES CYDEX,MARCAVELICA,SULLANA,PIURA,200605.0,70000.0,7777.34,0.0,SOLES,20240620,20240620,2024-06-20,20240620,77777.34
001-FIDECOM-INNOVATEPERU-PIMEN-2021-SI,FIDECOM,PIMEN,2021,DESARROLLO DE UN SISTEMA DE GENERACION DE MODELOS VIRTUALES DE PRENDAS DE ALPACA PARA MEJORAR LA PRODUCTIVIDAD Y REDUCIR LOS COSTOS EN EL DESARROLLO DE MUESTRAS.,20210407.0,20220107.0,LOPEZ GUERRA ROBERTO ENRIQUE,AREQUIPA,AREQUIPA,AREQUIPA,40101.0,79960.0,11100.0,12780.0,SOLES,20260105,05012026,2026-01-05,20260105,103840.0
001-FIDECOM-PNICP-PIPEI-2015,FIDECOM,PIPEI,2015,"SISTEMA DE GENERACION DE ENERGIA SOLAR MEDIANTE APLICACION DE LENTES FRESNEL PARA ELEVAR LA EFICIENCIA ENERGETICA EN 70%, EN SANDOVAL LAKE LODGE.",20150421.0,20180220.0,SANDOVAL LAKE LODGE S.A,TAMBOPATA,TAMBOPATA,MADRE DE DIOS,170101.0,260930.51,41169.49,69400.0,SOLES,20260105,05012026,2026-01-05,20260105,371500.0
001-FINCYT-AE-2011,FINCYT I,ASESORIAS ESPECIALIZADAS,2011,ASESORIA PARA LA MEJORA EN LA GESTION DE LOS COSTOS LOGISTICOS PARA EMPRESAS PRODUCTORAS DE OLIVO,20110505.0,20110805.0,ASOCIACION PRO OLIVO,TACNA,TACNA,TACNA,230101.0,14120.0,11037.6,6990.0,SOLES,20260105,05012026,2026-01-05,20260105,32147.6
001-FINCYT-DAL-2014,FINCYT II,DIAG. PARA LA ACREDITACIÓN DE LABORATORIOS,2014,CONCURSO DIAG. PARA LA ACREDITACION DE LABORATORIOS,20140402.0,20140702.0,LABORATORIO VETERINARIO DEL SUR,AREQUIPA,AREQUIPA,AREQUIPA,40101.0,5503.4,2358.6,0.0,SOLES,20260105,05012026,2026-01-05,20260105,7862.0
001-FINCYT-FIDECOM-PIPEI-2012,FIDECOM,PIPEI,2012,"DESARROLLO DE PROTOCOLOS PARA LA PRODUCCION DE PLANTONES CLONALES DE SIETE ESPECIES MADERABLES NATIVAS AMAZONICAS: CAOBA (SWIETENIA MACROPHYLLA), CEDRO (CEDRELA ODORATA), TORNILLO (CEDRELINGA CATENAEFORMIS), CAPIRONA (CALYCOPHYLLUM SPRUCEANUM), MARUPA (SIMAROUBA AMARA), ESTORAQUE (MYROXILON BALSAMUM), QUINILLA (MANILKARA BIDENTATA) EN BASE A SEMILLA VEGETATIVA DE ARBOLES PLUS EN LA REGION SAN MARTIN",20120319.0,20141101.0,REFORESTA PERU S.A.C.,LA BANDA DE SHILCAYO,SAN MARTIN,SAN MARTIN,220909.0,269269.32,134035.68,54269.0,SOLES,20260105,05012026,2026-01-05,20260105,457574.0
001-FINCYT-FIDECOM-PIPEI-2013,FIDECOM,PIPEI,2013,"OBTENCION DE PRODUCTOS PROCESADOS DE PLANTAS MEDICINALES E INSUMOS ALIMENTICIOS CON LIMITES ADECUADOS DE INOCUIDAD MICROBIANA MEDIANTE LA ESTANDARIZACION DEL SISTEMA OSS (ORGANIC STERILIZATION SYSTEM), MANTENIENDO SU CALIDAD NUTRICIONAL, FISICOQUIMICA Y ORGANOLEPTICA",20130426.0,20141114.0,PERUVIAN NATURE S & S S.A.C.,LURIN,LIMA,LIMA,150119.0,269987.29,68741.71,74600.0,SOLES,20260105,05012026,2026-01-05,20260105,413329.0
001-FINCYT-PIBAP-2008,FINCYT I,PIBAP,2008,EVALUACION DE FACTORES BIOQUIMICOS Y MOLECULARES PARA LA DETERMINACION DE BIOMARCADORES DE CARIES Y PERIODONTITIS.,20080131.0,20101231.0,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,LIMA,LIMA,LIMA,150101.0,68920.0,0.0,183244.37,SOLES,20260105,05012026,2026-01-05,20260105,252164.37
001-FINCYT-PIBAP-2009,FINCYT I,PIBAP,2009,BASES CIENTIFICAS Y TECNOLOGICAS PARA INCREMENTAR LA PRODUCTIVIDAD DEL CULTIVO DE CONCHAS DE ABANICO EN AREAS DE REPOBLAMIENTO EN LA BAHIA DE SECHURA,20090128.0,20111027.0,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,LA MOLINA,LIMA,LIMA,150114.0,401192.64,0.0,57514.0,SOLES,20260105,05012026,2026-01-05,20260105,458706.64
001-FINCYT-PITEI-2007,FINCYT I,PITEI,2007,INNOVACION DE LA OFERTA EXPORTABLE DE OREGANO DESHIDRATADO DE LA EMPRESA AGROCAMSA,20071228.0,20120527.0,AGROINDUSTRIAS CAMBAYA S.A.,ILABAYA,JORGE BASADRE,TACNA,230302.0,135400.0,0.0,137100.0,SOLES,20260105,05012026,2026-01-05,20260105,272500.0
001-INNOVATEPERU-CET-2020,FINCYT III,CONCURSO FORTALECIMIENTO ESTRATÉGICO DE CENTROS DE EXTENSIÓN Y TRANSFERENCIA TECNOLÓGICA (CET) - PRIMERA FASE,2020,FORTALECIMIENTO DEL CENTRO DE EXTENSION Y TRANSFERENCIA TECNOLOGICA EN EL SECTOR AGROINDUSTRIAL EN LA REGION HUANUCO,20210624.0,20211224.0,INSTITUTO TECNOLOGICO DE LA PRODUCCION,SAN ISIDRO,LIMA,LIMA,150131.0,52341.6,0.0,34894.4,DOLARES,20260105,05012026,2026-01-05,20260105,87236.0
001-INNOVATEPERU-MT-2019-SI,FINCYT III,MISIONES TECNOLÓGICAS,2019,"MISION TECNOLOGICA AL CONSUMER ELECTRONIC SHOW, LAS VEGAS, EE.UU.",20190108.0,20190508.0,KTL PROJECT AND CONSULTING GROUP S.A.C. - KTL GROUP S.A.C.,SAN BORJA,LIMA,LIMA,150130.0,6325.75,3110.79,480.0,DOLARES,20260105,05012026,2026-01-05,20260105,9916.54
001-INNOVATEPERU-MT-2020-SI,FINCYT III,MISIONES TECNOLÓGICAS,2020,MISION TECNOLOGICA DE EMPRESARIOS PANADEROS A LA FERIA EUROPAIN 2020,20200109.0,20200909.0,ASOCIACION PERUANA DE EMPRESARIOS DE LA PANADERIA Y PASTELERIA ASPAN,LA VICTORIA,LIMA,LIMA,150115.0,13808.12,7922.81,2005.0,DOLARES,20260105,05012026,2026-01-05,20260105,23735.93
001-INNOVATEPERU-PAC-2021,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A CLUSTERS,2021,CONSOLIDACION DEL CLUSTER ENOTURISTICO DE ICA,20210214.0,20240214.0,CLUSTER ENOTURISTICO DE ICA,ICA,ICA,ICA,110101.0,1350000.0,451600.48,188934.0,SOLES,20250505,20250505,2025-05-05,20250505,1990534.48
001-INNOVATEPERU-PITEI-2017,FINCYT II,PITEI,2017,HIRO -  DESARROLLO DE UN PROTOTIPO DE RECEPTOR DE ALERTA TEMPRANA ANTE TSUNAMIS VIA LA TELEVISION DIGITAL TERRESTRE EN LA CIUDAD DE LIMA,20170317.0,20190416.0,TECNOLOGIAS DE RADIODIFUSION DEL PERU S.A.C.,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,131771.2,18894.8,29100.0,SOLES,20260105,05012026,2026-01-05,20260105,179766.0
001-INNOVATEPERU-PPAL-2018,FINCYT II,PREPARACION PARA ACREDITACION DE LABORATORIOS,2018,ACREDITACION DEL LABORATORIO ASDELAB S.A.C. SEGUN LA NORMA ISO/IEC17025,20180403.0,20191003.0,ASDELAB S.A.C,SAN MARTIN DE PORRES,LIMA,LIMA,150135.0,301827.33,151530.67,152288.0,SOLES,20260105,05012026,2026-01-05,20260105,605646.0
001-INNOVATEPERU-PT-2018-SI,FINCYT III,PASANTIAS TECNOLÓGICAS,2018,ACTUALIZACION EN NOVO HAMBURGO BRASIL DESARROLLO DE CALZADOS DE SEGURIDAD INDUSTRIAL MINERA BAJO DIFERENTES SISTEMAS DE PRODUCCION,20180215.0,20180615.0,MAXSEIN EIRL,CERRO COLORADO,AREQUIPA,AREQUIPA,40104.0,7161.23,1993.2,1863.28,DOLARES,20260105,05012026,2026-01-05,20260105,11017.710000000001
001-PROINNOVATE-ADTC1-2021,FINCYT III,CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 1,2021,"IMPLEMENTACION DE HERRAMIENTAS METODOLOGICAS DE GESTION PARA LA MEJORA DE LA PRODUCTIVIDAD EN LA EMPRESA ""ALPANDINA S.A.C.""",20210726.0,20220425.0,ALPANDINA S.A.C.,YANAHUARA,AREQUIPA,AREQUIPA,40126.0,55000.0,0.0,16666.67,SOLES,20260105,05012026,2026-01-05,20260105,71666.67
001-PROINNOVATE-CSD2-2026,MIPYME EMPRENDEDOR,PROYECTOS DE CENTROS DE SERVICIOS DIGITAL - CATEGORIA II,2026,"FORTALECIMIENTO DEL CITEN UAI, PARA DIGITALIZAR A MIPYMES EN LAS REGIONES DE ICA, CUSCO Y AREQUIPA.",20260316.0,20280316.0,UNIVERSIDAD AUTONOMA DE ICA SAC,CHINCHA ALTA,CHINCHA,ICA,110201.0,2100000.0,400000.0,220000.0,SOLES,20260707,20260707,2026-07-07,20260707,2720000.0
001-PROINNOVATE-EER1-2022,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MYPES REACTIVADAS - ALTERNATIVA 1,2022,"FORTALECIMIENTO Y REORIENTACION DEL PROCESO PRODUCTIVO DE CRIANZA DE GANADO OVINO Y CAPRINO, A TRAVES DE LA PRODUCCION DE ALIMENTO BALANCEADO PARA USO PROPIO Y VENTA DIRECTA EXTERNA",20220405.0,20221105.0,LEON MORAN EDGARDO ALEJANDRO II,PIURA,PIURA,PIURA,200101.0,34999.5,4466.5,7200.0,SOLES,20260105,05012026,2026-01-05,20260105,46666.0
001-PROINNOVATE-IMTEMC-2024,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2024,IMPLEMENTACION DEL NUEVO ESTANDAR DE GESTION PARA NUESTRA INSTITUCION EDUCATIVA ISO 21001 PROMOVIDO POR EL PROGRAMA PROINNOVATE PERU,20240326.0,20250326.0,CONSORCIO EDUCATIVO JEAN PIAGET S.R.L.,PUNO,PUNO,PUNO,210101.0,44998.0,10286.0,6856.0,SOLES,20260105,05012026,2026-01-05,20260105,62140.0
001-PROINNOVATE-IMTEMDEC2-2025,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 2,2025,IMPLEMENTACION DE UNA SOLUCION DIGITAL EN LA EMPRESA COFFEE FRIENDS SAC CON LA FINALIDAD DE OPTIMIZAR EL CICLO DE VENTAS PARA CAFES DE ESPECIALIDAD DE LA MARCA KAPHI KAYKI,20250205.0,20260105.0,COFFEE FRIENDS S.A.C,JAEN,JAEN,CAJAMARCA,60801.0,45000.0,10285.71,6857.14,SOLES,20250505,20250505,2025-05-05,20250505,62142.85
001-PROINNOVATE-PAIM1-2023,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A LA INTERNACIONALIZACIÓN MODALIDAD I - EMPRENDEDOR EXPORTADOR,2023,EXPORTACION DIRECTA DE BANANO ORGANICO DE CAFOM CYDEX HACIA EL MERCADO DE ALEMANIA,20230517.0,20250405.0,COOPERATIVA AGRARIA DE FRUTAS ORGANICAS MALLARES CYDEX,MARCAVELICA,SULLANA,PIURA,200605.0,70000.0,7777.34,0.0,SOLES,20260707,20260707,2026-07-07,20260707,77777.34
002-FIDECOM-INNOVATEPERU-CMCEI-2019,FIDECOM,MEJORA DE LA CALIDAD - INDIVIDUAL,2019,IMPLEMENTACION Y CERTIFICACION DE UN SISTEMA DE GESTION DE SEGURIDAD DE LA INFORMACION EN BASE A LA NORMA ISO/IEC 27001:2013 PARA LA EMPRESA PERU SECURE E-NET S.A.C.,20190104.0,20200204.0,PERU SECURE E NET S.A.C.,LA VICTORIA,LIMA,LIMA,150115.0,43260.0,17508.0,25800.0,SOLES,20260105,05012026,2026-01-05,20260105,86568.0
002-FIDECOM-INNOVATEPERU-PIMEN-2021-SI,FIDECOM,PIMEN,2021,"ADAPTACION DE UN PROTOTIPO DE SISTEMA RAS CON ENERGIA FOTOVOLTAICA Y CONTROL AUTOMATIZADO DE LA TEMPERATURA DEL AGUA PARA INCREMENTAR LA PRODUCCION DE ALEVINES DE TILAPIA (OREOCHROMIS NILOTICUS) EN LA PROVINCIA DE EL DORADO, REGION SAN MARTIN.",20210419.0,20220619.0,INVERSIONES ECOMUNDO S.A.C.,SANTA ROSA,EL DORADO,SAN MARTIN,220304.0,150000.0,16000.0,25400.0,SOLES,20260105,05012026,2026-01-05,20260105,191400.0
002-FIDECOM-INNOVATEPERU-PVE-2019-SI,FIDECOM,VALIDACIÓN Y EMPAQUETAMIENTO DE INNOVACIONES,2019,"VALIDACION TECNICA Y COMERCIAL DE UNAS HOJUELAS NUTRITIVAS EN BASE A KIWICHA Y MAIZ MORADO MEZCLADAS CON AGUAYMANTO DESHIDRATADO, DIRIGIDO AL MERCADO ALEMAN.",20230128.0,20250728.0,REVILLA ZEGARRA JIULIANA GITZELA,YANAHUARA,AREQUIPA,AREQUIPA,40126.0,359730.0,82400.0,51000.0,SOLES,20260105,05012026,2026-01-05,20260105,493130.0
002-FINCYT-AE-2011,FINCYT I,ASESORIAS ESPECIALIZADAS,2011,OPTIMIZACION DEL CONSUMO DE AGUA DE LOS CULTIVOS INSTALADOS EN LAS AREAS NUEVAS EN EL AMBITO DE LA IRRIGACION CHAVIMOCHIC.,20110201.0,20110501.0,JUNTA DE USUARIOS DE RIEGO PRESURIZADO DEL DISTRITO DE RIEGO MOCHE-VIRU-CHAO,VIRU,VIRU,LA LIBERTAD,131201.0,17725.0,16341.08,1764.05,DOLARES,20260105,05012026,2026-01-05,20260105,35830.130000000005
002-FINCYT-DAL-2014,FINCYT II,DIAG. PARA LA ACREDITACIÓN DE LABORATORIOS,2014,CONCURSO DIAG. PARA LA ACREDITACION DE LABORATORIOS,20140327.0,20140627.0,UNIMETRO S.A.C.,SAN JUAN DE LURIGANCHO,LIMA,LIMA,150132.0,1806.0,774.0,0.0,SOLES,20260105,05012026,2026-01-05,20260105,2580.0
002-FINCYT-FIDECOM-PIPEA-2013,FIDECOM,PIPEA,2013,"DESARROLLO DE CALZADO TERAPEUTICO QUE PROTEJA Y DE CONFORT AL PIE DE DAMAS Y CABALLEROS EN EDAD ADULTA QUE PADECEN DIABETES CON ENFERMEDADES MELLITUS, ULCERAS Y MALA CIRCULACION CON GRADO DE TIPO I Y TIPO II.",20130412.0,20140612.0,RIBEROX CALZADO CONFORT S.A.C.,SAN MARTIN DE PORRES,LIMA,LIMA,150135.0,326712.71,81668.29,23060.0,SOLES,20260105,05012026,2026-01-05,20260105,431441.0
002-FINCYT-FIDECOM-PIPEI-2012,FIDECOM,PIPEI,2012,"DESARROLLO Y VALIDACION DE UN BIODIGESTOR DE ALTA EFICIENCIA, DE DOBLE CAMARA: HIDROLITICA Y ACIDOGENICA Y TEMPERATURA CONTROLADA EN RANGO MESOFISICO, EN LA IRRIGACION MAJES, AREQUIPA.",20120426.0,20150227.0,AGRICOLA PAMPA BAJA S.A.C.,AREQUIPA,AREQUIPA,AREQUIPA,40101.0,268493.22,27076.1,37020.0,SOLES,20260105,05012026,2026-01-05,20260105,332589.31999999995
002-FINCYT-PIBAP-2007,FINCYT I,PIBAP,2007,MEJORA DE LA CALIDAD DE LA HARINA DE PLUMAS MEDIANTE PROCESAMIENTO CON ENZIMAS QUERATINASAS Y SU EVALUACION EN LA ALIMENTACION DE AVES Y TRUCHAS.,20071221.0,20111220.0,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,LA MOLINA,LIMA,LIMA,150114.0,125102.26,0.0,18800.0,SOLES,20260105,05012026,2026-01-05,20260105,143902.26
002-FINCYT-PIBAP-2008,FINCYT I,PIBAP,2008,PROPUESTA TECNICA DE CONFORT TERMICO PARA VIVIENDAS EN COMUNIDADES LOCALIZADAS ENTRE 3000 Y 5000 MSNM,20080131.0,20101105.0,UNIVERSIDAD NACIONAL DE INGENIERIA UNI,RIMAC,LIMA,LIMA,150128.0,324064.5,38400.0,0.0,SOLES,20260105,05012026,2026-01-05,20260105,362464.5
002-FINCYT-PIBAP-2009,FINCYT I,PIBAP,2009,DOMESTICACION Y CONSERVACION DE PODANTHERA BIFLORA (YUCA DE MONTE),20090128.0,20110529.0,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SAN MARTIN DE PORRES,LIMA,LIMA,150135.0,402920.0,0.0,185454.0,SOLES,20260105,05012026,2026-01-05,20260105,588374.0
002-INNOVATEPERU-EDAI-2017,FINCYT II,EMPRENDIMIENTOS DINAMICOS Y DE ALTO IMPACTO,2017,AMAZONA CHOCOLATE 82%,20170223.0,20181030.0,AMAZONA CHOCOLATE S.A.C.,ATE,LIMA,LIMA,150103.0,55000.0,16500.0,7900.0,SOLES,20260105,05012026,2026-01-05,20260105,79400.0
002-INNOVATEPERU-EI-2016,FINCYT II,EMPRENDEDORES INNOVADORES,2016,HERRAMIENTAS INDUSTRALES DE PRECISION CON RECUBRIMIENTOS MICRO Y NANO-ESTRUCTURADOS,20160201.0,20170130.0,SANCHEZ VEREAU CESAR MARLON,TRUJILLO,TRUJILLO,LA LIBERTAD,130101.0,55000.0,15800.0,7938.0,SOLES,20260105,05012026,2026-01-05,20260105,78738.0
002-INNOVATEPERU-MT-2020-SI,FINCYT III,MISIONES TECNOLÓGICAS,2020,MISION TECNOLOGICA A HONDUPALMA (HONDURAS) PARA EL FORTALECIMIENTO DE COMPETENCIAS CRITICAS Y TRANSFERENCIA TECNOLOGICA DE PRODUCTORES DE PALMA PERUANOS,20200114.0,20200514.0,STICHTING INTERKERKELIJKE AKTIE VOOR LATIJNS AMERIKA SOLIDARIDAD,MIRAFLORES,LIMA,LIMA,150122.0,24229.25,8833.9,2233.39,DOLARES,20260105,05012026,2026-01-05,20260105,35296.54
002-INNOVATEPERU-RPREDI-2018,FINCYT II,RETO PERÚ RESILIENTE EDI,2018,PISQU: DRON DE CAPACIDAD DE CARGA DE 25 KG PARA APOYO EN OPERACIONES DE BUSQUEDA Y RESCATE,20180315.0,20190315.0,ROBOTIC AIR SYSTEMS E.I.R.L.,SAN ISIDRO,LIMA,LIMA,150131.0,150000.0,42857.14,21428.57,SOLES,20260105,05012026,2026-01-05,20260105,214285.71000000002
002-PROINNOVATE-ADTC1-2021,FINCYT III,CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 1,2021,"OPTIMIZACION DE LOS PROCESOS OPERATIVOS PARA LA ELABORACION DE ALIMENTOS EN LA EMPRESA ""TDGASTRONOMIA S.A.C.""",20210726.0,20220425.0,TDGASTRONOMIA S.A.C.,YANAHUARA,AREQUIPA,AREQUIPA,40126.0,55000.0,0.0,16666.67,SOLES,20260105,05012026,2026-01-05,20260105,71666.67
002-PROINNOVATE-EER1-2022,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MYPES REACTIVADAS - ALTERNATIVA 1,2022,"IMPLEMENTACION Y ADAPTACION DE SERVICIOS TECNOLOGICOS PARA MEJORA DE PROCESOS, CALIDAD DE SERVICIO Y EXPERIENCIA DEL CLIENTE EN EL HOTEL RESTAURANT LOS PORTALES DE CHIVAY",20220405.0,20230305.0,LOS PORTALES DE CHIVAY S.A.C.,CHIVAY,CAYLLOMA,AREQUIPA,40501.0,34950.0,4450.0,7200.0,SOLES,20260105,05012026,2026-01-05,20260105,46600.0
002-PROINNOVATE-IMTEMC-2024,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2024,IMPLEMENTACION Y CERTIFICACION  DE LA NORMA ISO 45001:2018 SEGURIDAD Y SALUD EN EL TRABAJO EN LA EMPRESA RIFUSE SANEAMIENTO AMBIENTAL S.R.L.,20240314.0,20250414.0,RIFUSE SANEAMIENTO AMBIENTAL S.R.L.,AREQUIPA,AREQUIPA,AREQUIPA,40101.0,45000.0,10285.71,6857.14,SOLES,20260105,05012026,2026-01-05,20260105,62142.85
002-PROINNOVATE-IMTEMCCC-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD - CAMBIO CLIMÁTICO,2025,IMPLEMENTACION Y CERTIFICACION DE LA NORMAS DE RAINFOREST ALLIANCE PARA LA MEJORA DE LA COMERCIALIZACION DE CAFE DE LOS SOCIOS DE LA COOPERATIVA AGRARIA DE PRODUCTORES SOSTENIBLES SELVA CENTRAL - CAPS SELVA CENTRAL,20250127.0,20260227.0,COOPERATIVA AGRARIA DE PRODUCTORES SOSTENIBLES SELVA CENTRAL  - CAPS SELVA CENTRAL,PICHANAQUI,CHANCHAMAYO,JUNIN,120303.0,33000.0,7200.0,4800.0,SOLES,20260707,20260707,2026-07-07,20260707,45000.0
002-PROINNOVATE-PIEC1-2026,BID 4,INNOVACIÓN EMPRESARIAL,2026,"TRANSMIND AI: SISTEMA INTELIGENTE DE GESTION DE FLOTAS PESADAS CON GEMELO DIGITAL, IA, IOT Y GPS, PARA MEJORAR LA SEGURIDAD DE CONDUCTORES Y MAQUINARIA, Y REDUCIR COSTOS OPERATIVOS EN COMBUSTIBLE Y MANTENIMIENTO DE CAMIONES DE CARGA EN MINERIA Y CONSTRUCCION",20260218.0,20261218.0,EMPRESA DE TRANSPORTES MAXNICOL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,CERRO COLORADO,AREQUIPA,AREQUIPA,40104.0,198900.0,23000.0,27500.0,SOLES,20260707,20260707,2026-07-07,20260707,249400.0
002-PROINNOVATE-PIMEN-2022-SI,FIDECOM,PIMEN,2022,"DESARROLLO DE ALIMENTOS BALANCEADOS INNOVADORES A ESCALA PILOTO A PARTIR DE LA VALIDACION DE PRODUCTOS LOCALES COMO INSUMOS PROTEICOS Y ENERGETICOS PARA LA ALIMENTACION DE AVES Y PORCINOS A MENOR COSTO POR LA ASOCIACION APROHOLANDA, REGION AMAZONAS.",20220419.0,20230419.0,"ASOCIACION DE PRODUCTORES AGROPECUARIOS, AGROINDUSTRIALES, AVICULTORES, FORESTALES Y SERVICIOS MULTI",BAGUA GRANDE,UTCUBAMBA,AMAZONAS,10701.0,146500.0,17000.0,27935.0,SOLES,20260105,05012026,2026-01-05,20260105,191435.0
003-2023-PRODUCE/PROINNOVATE-CI,BID 4,CONVENIOS INTERINSTITUCIONALES - SEGUIMIENTO,2023,CONVENIO DE TRANSFERENCIA DE RECURSOS PROYECTOS PARA LA IMPLEMENTACION DEL MODELO DE GESTION DE LA RED CITE BASADO EN RESULTADOS,20231229.0,20260629.0,INSTITUTO TECNOLOGICO DE LA PRODUCCION,SAN ISIDRO,LIMA,LIMA,150131.0,18838738.0,0.0,0.0,SOLES,20260707,20260707,2026-07-07,20260707,18838738.0
003-FIDECOM-INNOVATEPERU-CMCEI-2016,FIDECOM,MEJORA DE LA CALIDAD - INDIVIDUAL,2016,IMPLEMENTACION Y CERTIFICACION DE UN SISTEMA DE GESTION BASADO EN LA NORMA ISO 9001:2008,20160316.0,20170315.0,FORTALEZA SECURITY GROUP SOCIEDAD ANONIMA CERRADA - FORTALEZA SECURITY GROUP_S.A.C.,SAN ISIDRO,HUAYTARA,HUANCAVELICA,90612.0,23018.64,19481.36,3835.0,SOLES,20260105,05012026,2026-01-05,20260105,46335.0
003-FIDECOM-INNOVATEPERU-CMCEI-2019,FIDECOM,MEJORA DE LA CALIDAD - INDIVIDUAL,2019,IMPLEMENTACION Y CERTIFICACION DEL SISTEMA HACCP PARA LA LINEA DE AGUA DE MESA AQUA BRISA EN LA EMPRESA FRUTEX PERU SAC,20190110.0,20210429.0,FRUTEX PERU S.A.C,ATE,LIMA,LIMA,150103.0,44722.55,28267.45,30600.0,SOLES,20260105,05012026,2026-01-05,20260105,103590.0
003-FIDECOM-INNOVATEPERU-PIMEN-2021-SI,FIDECOM,PIMEN,2021,DESARROLLO DE UN MAQUINA AUTOMATIZADA DE FUMIGACION CON MAPEO SIG Y ASPERSORES ELECTROSTATICOS PARA CONTROL DE PLAGAS Y ENFERMEDADES EN BERRIES.,,,NAYSOL CONTRATISTAS Y SERVICIOS GENERALES S.R.L.,CHICLAYO,CHICLAYO,LAMBAYEQUE,140101.0,149920.0,18201.8,27000.0,SOLES,20240620,20240620,2024-06-20,20240620,195121.8
003-FIDECOM-INNOVATEPERU-PVE-2019-SI,FIDECOM,VALIDACIÓN Y EMPAQUETAMIENTO DE INNOVACIONES,2019,VALIDACION TECNICA Y COMERCIAL Y EMPAQUETAMIENTO DEL SERVICIO DE DESARROLLO DE PROVEEDORES DE SUBCONTRATACION,20190228.0,20200628.0,INVERSIONES REPRESENTACIONES Y SERVICIOS EMPRESARIALES PERUVIAN BUSINESS SOCIEDAD ANONIMA CERRADA,SAN BORJA,LIMA,LIMA,150130.0,359526.95,59823.05,54600.0,SOLES,20260105,05012026,2026-01-05,20260105,473950.0
003-FINCYT-CURSOS-2009,FINCYT I,DISEÑO CURSOS,2009,FORMACION EN INNOVACION TECNOLOGICA,20090717.0,20090817.0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SAN MIGUEL,LIMA,LIMA,150136.0,12000.0,0.0,0.0,SOLES,20260105,05012026,2026-01-05,20260105,12000.0
003-FINCYT-FIDECOM-PIMEN-2012,FIDECOM,PIMEN,2012,"MEJORAMIENTO DEL PROCESO DE PREPARACION DE ACEITUNA VERDE ESTILO SEVILLANO PARA DISMINUIR EL USO DEL RECURSO HIDRICO EN LA OPERACION DE LAVADO, NEUTRALIZANDO LA SODA RESIDUAL CON LA APLICACION DE DIOXIDO DE CARBONO (CO2) DURANTE LA FERMENTACION",20120309.0,20140115.0,AGROINDUSTRIAS LOS ANDES SOCIEDAD ANONIMA CERRADA,TACNA,TACNA,TACNA,230101.0,62767.84,23060.21,39710.0,SOLES,20260105,05012026,2026-01-05,20260105,125538.04999999999
003-FINCYT-MT-2011,FINCYT I,MISIONES,2011,IDENTIFICACION DE TENDENCIAS DE MODA Y USOS DE TEXTILES PARA EL VESTUARIO Y EL HOGAR REPLICABLES EN BASE DE PELOS FINOS DE CAMELIDOS ANDINOS.,20110701.0,20110901.0,ASOCIACION BENEFICA PRISMA,SAN MIGUEL,LIMA,LIMA,150136.0,13969.14,8483.35,5559.41,DOLARES,20260105,05012026,2026-01-05,20260105,28011.899999999998
