Contrato,Sector,Concurso,Anio_Proyecto,Titulo_Proyecto,Fecha_Inicio,Fecha_Fin,Empresa,Distrito,Provincia,Region,Ubigeo,Monto_Estado,Aporte_Empresa,Aporte_No_Financiero,Moneda,Fecha_Corte,ANIO_CORTE_ARCHIVO,Fecha_Corte_Std,Anio_Corte_Num,Monto_Total_Proyecto
1043-PROINNOVATE-IMTEMC-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2025,"""IMPLEMENTACION Y CERTIFICACION DEL SISTEMA DE GESTION DE CALIDAD Y SEGURIDAD EN EL TRABAJO Y MEDIO AMBIENTE ISO 9001, ISO 14001 E ISO 45001 EN LA EMPRESA HUMICOS LBERICOS PERUANOS SAC PARA MEJORAR LA CALIDAD DEL SERVICIO Y LLEGAR A NUEVOS CLIENTES""",20251029.0,20260829.0,HUMICOS IBERICOS PERUANOS S.A.C.,LA MOLINA,LIMA,LIMA,150114.0,59280.0,18760.0,8040.0,SOLES,20260707,20260707,2026-07-07,20260707,86080.0
1043-PROINNOVATE-IMTEMCCC-2024,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD - CAMBIO CLIMÁTICO,2024,IMPLEMENTACION Y CERTIFICACION BRC PARA LA LINEA DE PROCESAMIENTO DE CONCENTRADOS EN ANDEAN ROOTS SRL PARA LA MEJORAR EN LA CALIDAD ALIMENTARIA Y EXPANSION INTERNACIONAL,20250205.0,20260305.0,ANDEAN ROOTS SRL,AMBO,AMBO,HUANUCO,100201.0,45000.0,10285.72,6857.14,SOLES,20250505,20250505,2025-05-05,20250505,62142.86
1044-PROINNOVATE-AEE-2023,BID 4,Startup Perú PLUG - Atracción de Emprendedores Extranjeros,2023,"ECOMPAKE,  MARCA MULTICATEGORIA DE PRODUCTOS 100% ECOLOGICOS",20240208.0,20250208.0,CMPK S.A.C.,CHORRILLOS,LIMA,LIMA,150108.0,154000.0,30734.96,46180.0,SOLES,20260707,20260707,2026-07-07,20260707,230914.96
1044-PROINNOVATE-IMTEMC-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2025,"IMPLEMENTACION DE SISTEMA INTEGRADO DE GESTION Y OBTENCION DE LA CERTIFICACION TRINORMA ISO 9001:2015, ISO 14001:2015 E ISO 45001:2018 EN LA EMPRESA AFATEL S.A.C.",20251014.0,20260614.0,AFATEL S.A.C.,MIRAFLORES,LIMA,LIMA,150122.0,60000.0,15428.57,10285.71,SOLES,20260707,20260707,2026-07-07,20260707,85714.28
1045-PROINNOVATE-AEE-2023,BID 4,Startup Perú PLUG - Atracción de Emprendedores Extranjeros,2023,INFOCONTROL: INTELIGENCIA ARTIFICIAL APLICADA AL CONTROL DOCUMENTAL PARA LA CONTRATACION DE PERSONAL,20240305.0,20250205.0,INFOCONTROL CO PERU S.A.C.,LIMA,LIMA,LIMA,150101.0,154000.0,22000.0,44000.0,SOLES,20260707,20260707,2026-07-07,20260707,220000.0
1045-PROINNOVATE-IMTEMD-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DIGITALES,2025,"TRANSFORMACION DIGITAL EN DISTRIBUIDORA AGROFER SAN ANTONIO E.I.R.L. PARA LA GESTION EFICIENTE Y CONTROL ESTRATEGICO DE CLIENTES, VENTAS E INVENTARIOS DIGITALES",20251118.0,20260818.0,DISTRIBUIDORA AGROFER SAN ANTONIO EIRL,JULIACA,SAN ROMAN,PUNO,211101.0,45000.0,10286.0,6857.0,SOLES,20260707,20260707,2026-07-07,20260707,62143.0
1045-PROINNOVATE-IMTEMDC2-2024,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 2,2024,"INCREMENTO DE LA PRODUCTIVIDAD DE SMART DISENO, A TRAVES DE LA IMPLEMENTACION DE UN SISTEMA ERP Y MEJORA DE LA EXPERIENCIA DE LOS CLIENTES CON LA INCLUSION DE REALIDAD VIRTUAL Y HERRAMIENTAS DE MARKETING DIGITAL.",20250212.0,20260112.0,SMART DISENO S.A.C.,YANAHUARA,AREQUIPA,AREQUIPA,40126.0,45000.0,10500.0,6850.0,SOLES,20250505,20250505,2025-05-05,20250505,62350.0
1046-PROINNOVATE-IMTEMC-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2025,ESTANDARIZACION DE PROCESOS Y FORTALECIMIENTO DE SU COMPETITIVIDAD A TRAVES DE LA IMPLEMENTACION Y CERTIFICACION DEL SISTEMA DE GESTION DE CALIDAD BAJO LA NORMA ISO 9001:2015 EN LA EMPRESA NEMESI CONSTRUCCIONES Y SERVICIOS GENERALES,20251118.0,20260718.0,NEMESI CONSTRUCCIONES Y SERVICIOS GENERALES E.I.R.L.,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,40129.0,45000.0,11571.43,7714.28,SOLES,20260707,20260707,2026-07-07,20260707,64285.71
1046-PROINNOVATE-IMTEMDC1-2024,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 1,2024,IMPLEMENTACION DE SOLUCIONES DIGITALES PARA LA OPTIMIZACION DE PROCESOS Y GESTION COMERCIAL EN LA ASOCIACION DE PRODUCTORES BLUE COFFEE DE UBIRIKI: ENFOQUE EN TRAZABILIDAD DEL CAFE Y VALORIZACION DE RESIDUOS,20250226.0,20260126.0,ASOCIACION DE PRODUCTORES BLUE COFFEE DE UBIRIKI,PICHANAQUI,CHANCHAMAYO,JUNIN,120303.0,64800.0,17000.0,9500.0,SOLES,20250505,20250505,2025-05-05,20250505,91300.0
1046-PROINNOVATE-INC20-2023,BID 4,INCUBADORAS 2.0,2023,"BIOINCUBA: IMPLEMENTACION DE PROGRAMAS ORIENTADOS A PROMOVER, DESCUBRIR, E IMPULSAR EL DESARROLLO Y SALIDA AL MERCADO DE EMPRENDIMIENTOS CON TRIPLE IMPACTO BASADOS EN CIENCIA Y TECNOLOGIA DE TODAS LAS REGIONES DEL PAIS.",20240319.0,20260918.0,UNIVERSIDAD PERUANA CAYETANO HEREDIA,SAN MARTIN DE PORRES,LIMA,LIMA,150135.0,1450000.0,203005.16,168725.52,SOLES,20260707,20260707,2026-07-07,20260707,1821730.68
1047-PROINNOVATE-IAMB-2023,BID 4,CONCURSO DE PROYECTOS COLABORATIVOS DE INNOVACIÓN ABIERTA MODALIDAD B,2023,TRANSFORMACION DE LA EXPERIENCIA DEL CLIENTE EN EL SECTOR RETAIL A TRAVES DE LA INNOVACION ABIERTA PARA AUMENTAR LA CONVERSION EN TIENDA,20240207.0,20270206.0,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,SAN MIGUEL,LIMA,LIMA,150136.0,799915.0,273725.0,420000.0,SOLES,20260707,20260707,2026-07-07,20260707,1493640.0
1048-PROINNOVATE-IMTEMC-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2025,"FORTALECIMIENTO DE LA SEGURIDAD Y SALUD OCUPACIONAL EN EL TRANSPORTE NACIONAL E INTERNACIONAL DE CARGA, MINERALES Y PRODUCTOS QUIMICOS PARA EL CRECIMIENTO FORMAL DE LA PEQUENA MINERIA DE AREQUIPA MEDIANTE LA CERTIFICACION ISO 45001:2018",20251127.0,20260927.0,EMPRESA TRANSPORTES DE CARGA CHE CARLITOS S.R.L.,CERRO COLORADO,AREQUIPA,AREQUIPA,40104.0,43765.89,11254.11,3751.35,SOLES,20260707,20260707,2026-07-07,20260707,58771.35
1048-PROINNOVATE-IMTEMDC2-2024,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 2,2024,DIGITALIZACION DEL AREA PRODUCTIVA Y CREACION DE UNA TIENDA VIRTUAL PARA LA MARCA DE CALZADO INFANTIL BAREFOOT PURI: POTENCIANDO LAS VENTAS EN EL MERCADO NORTEAMERICANO,20241028.0,20250928.0,PURIY DEL PERU S.A.C.,MIRAFLORES,LIMA,LIMA,150122.0,45000.0,10500.0,6700.0,SOLES,20250505,20250505,2025-05-05,20250505,62200.0
1049-PROINNOVATE-IMTEMD-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DIGITALES,2025,"IMPLEMENTACION DE UNA SOLUCION DIGITAL INTEGRADA PARA OPTIMIZAR LA GESTION DE PEDIDOS, INVENTARIO, ATENCION POSTVENTA Y ANALISIS DE DATOS, MEJORANDO LA EFICIENCIA OPERATIVA, REDUCIENDO ERRORES Y FORTALECIENDO LA EXPERIENCIA DEL CLIENTE.",20251029.0,20260629.0,PALADIN COMMERCE S.A.C.,BELLAVISTA,CALLAO,CALLAO,70102.0,45000.0,10286.0,6857.0,SOLES,20260707,20260707,2026-07-07,20260707,62143.0
1049-PROINNOVATE-IMTEMDC2-2024,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 2,2024,IMPLEMENTACION DE CRM Y PLATAFORMA EDUCATIVA CON AUTOMATIZACION DE PROCESOS MEDIANTE INTELIGENCIA ARTIFICIAL - IA,20250205.0,20260105.0,MANAGEMENT STRATEGIC GROUP 360° S.A.C.,CHICLAYO,CHICLAYO,LAMBAYEQUE,140101.0,45000.0,10286.0,6857.0,SOLES,20260707,20260707,2026-07-07,20260707,62143.0
1049-PROINNOVATE-PIEC2CC-2023,BID 4,VALIDACIÓN DE LA INNOVACIÓN - CAMBIO CLIMÁTICO,2023,"VALIDACION TECNICA, COMERCIAL Y EMPAQUETAMIENTO DE ?LIFE COVER? SOLUCION EN BASE A RESIDUOS AGROINDUSTRIALES PARA LA CONSERVACION DE ARANDANOS FRESCOS DE EXPORTACION EN MARCO DE UNA SOLUCION DE ECONOMIA CIRCULAR PARA COMBATIR EL CAMBIO CLIMATICO.",20240111.0,20250711.0,BIO NATURAL SOLUTIONS S.A.C.,MIRAFLORES,LIMA,LIMA,150122.0,500000.0,83333.33,180100.0,SOLES,20260105,05012026,2026-01-05,20260105,763433.33
105-FIDECOM-INNOVATEPERU-CMCEI-2017,FIDECOM,MEJORA DE LA CALIDAD - INDIVIDUAL,2017,CERTIFICACION DE UN SISTEMA DE GESTION DE CALIDAD BASADO EN LA NORMA ISO 9001:2015 EN LA EMPRESA CORAL INGENIERIA Y CONSTRUCCION S.A.C PARA LA EJECUCION DE OBRAS CIVILES,20170417.0,20180717.0,CORAL INGENIERIA Y CONSTRUCCION S.A.C.,HUARAZ,HUARAZ,ANCASH,20101.0,39953.31,14196.69,25870.0,SOLES,20260105,05012026,2026-01-05,20260105,80020.0
105-FIDECOM-INNOVATEPERU-PIMEN-2018,FIDECOM,PIMEN,2018,DESARROLLO DE UN PROTOTIPO DE CONVERSOR DE ENERGIA GRAVITACIONAL PARA SUMINISTRAR ENERGIA ELECTRICA (800 W) A VIVIENDAS RURALES.,20180405.0,20200704.0,AGROPROCESADORA AMAZONAS S.A.C.,TARAPOTO,SAN MARTIN,SAN MARTIN,220901.0,149997.65,28372.19,27000.0,SOLES,20260105,05012026,2026-01-05,20260105,205369.84
105-FIDECOM-PNICP-CMCEI-2015,FIDECOM,MEJORA DE LA CALIDAD - INDIVIDUAL,2015,PROYECTO PARA LA IMPLEMENTACION Y CERTIFICACION DE UN SISTEMA DE GESTION DE SEGURIDAD Y SALUD OCUPACIONAL BASADO EN LA NORMA INTERNACIONAL OHSAS 18001,20150601.0,20170331.0,INGEVAP SOCIEDAD ANONIMA CERRADA,LIMA,LIMA,LIMA,150101.0,43500.0,20000.0,25000.0,SOLES,20260105,05012026,2026-01-05,20260105,88500.0
105-FINCYT-BCD-2010,FINCYT I,BECAS CONCURSO DIPLOMADOS,2010,DIPLOMATURA AVANZADA EN GESTION DE LA INOVACION TECNOLOGICA EN LA PUCP,20101202.0,20110702.0,BONILLA GONZALES YOLANDA ALICIA,SAN MIGUEL,LIMA,LIMA,150136.0,3240.0,3240.0,0.0,SOLES,20260105,05012026,2026-01-05,20260105,6480.0
105-FINCYT-EQUIP-2009,FINCYT I,ECT,2009,EQUIPAMIENTO PARA EL INSTITUTO DE MATEMATICA Y CIENCIAS AFINES,20100208.0,20120208.0,UNIVERSIDAD NACIONAL DE INGENIERIA UNI,RIMAC,LIMA,LIMA,150128.0,126690.15,21672.54,10000.0,SOLES,20260105,05012026,2026-01-05,20260105,158362.69
105-FINCYT-FIDECOM-PIPEA-2012,FIDECOM,PIPEA,2012,AUTOMATIZACION DEL DESPEPITADO DE ACEITUNA SEVILLANA CRIOLLA DEL PERU A TRAVES DE LA ADAPTACION TECNOLOGICA DE UNA MAQUINA DE ACEITUNA MANZANILLA,20121105.0,20150716.0,ASOCIACION PRO OLIVO,TACNA,TACNA,TACNA,230101.0,401471.89,62881.42,15554.98,SOLES,20260105,05012026,2026-01-05,20260105,479908.29
105-FINCYT-FIDECOM-PIPEI-2013,FIDECOM,PIPEI,2013,DESARROLLO DE UNA METODOLOGIA PRE Y POST COSECHA PARA INCREMENTAR LA VIDA UTIL DE FLORES TROPICALES  PRODUCIDAS EN SISTEMAS ASOCIADOS CON EL CULTIVO DE CAFE Y CACAO EN EL VALLE DEL HUALLAGA,20131023.0,20160729.0,COOPERATIVA AGRARIA CAFETALERA DIVISORIA LTDA,LUYANDO,LEONCIO PRADO,HUANUCO,100605.0,223751.1,26319.9,40040.0,SOLES,20260105,05012026,2026-01-05,20260105,290111.0
105-INNOVATEPERU-ADTC2-2021,FINCYT III,CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2,2021,"IMPLEMENTACION Y CERTIFICACION DE LA NORMA ISO 37001:2016 PARA EL SISTEMA DE GESTION ANTISOBORNO EN LA EMPRESA ""ALIMENTOS ANDINOS DERIVADOS S.R.L.""",20210226.0,20220326.0,ALIMENTOS ANDINOS DERIVADOS S.R.L.,HUARAZ,HUARAZ,ANCASH,20101.0,42500.0,0.0,12500.0,SOLES,20260105,05012026,2026-01-05,20260105,55000.0
105-INNOVATEPERU-AT-2016,FINCYT II,ASESORIAS TECNOLÓGICAS,2016,"APLICACION DE LEAN CANVAS, LEAN START UP Y DESIGN THINKING PARA LA FORMULACION DE MODELOS DE NEGOCIO EN MODA Y PLAN DE TRABAJO PARA LA CREACION DE UNA INCUBADORA",20160314.0,20161013.0,CORPORACION EDUCATIVA CHIO LECCA S.A.C.,SAN ISIDRO,LIMA,LIMA,150131.0,23000.0,13740.0,9260.0,DOLARES,20260105,05012026,2026-01-05,20260105,46000.0
105-INNOVATEPERU-IVECOV-2020,FINCYT III,CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19,2020,CURSO VIRTUAL: CUENTOS DETRAS DE LA PUERTA,20200727.0,20201126.0,CABALLERO TALAVERA MARIA GRACIA LUCIANA,SAN BORJA,LIMA,LIMA,150130.0,15979.67,860.33,9000.0,SOLES,20260105,05012026,2026-01-05,20260105,25840.0
105-INNOVATEPERU-MT-2019-SI,FINCYT III,MISIONES TECNOLÓGICAS,2019,"MISION TECNOLOGICA A FERIA MADRID-FRUIT ATTRACTION-IFEMA 2019,PARA CONOCER NOVEDADES, TECNOLOGIAS Y SERVICIOS INNOVADORES; QUE PERMITA A LAS ORGANIZACIONES AGRICOLAS DE LA REGION PIURA FIDELIZAR RELACIONES COMERCIALES Y ABRIR NUEVAS OPORTUNIDADES DE MERCADO.",20191017.0,20201117.0,COOPERATIVA AGRARIA DE USUARIOS ASPRAOSRA LTDA,BUENOS AIRES,MORROPON,PIURA,200402.0,29850.0,5934.94,4750.0,DOLARES,20260105,05012026,2026-01-05,20260105,40534.94
105-PROINNOVATE-BCCF2-2021,FINCYT III,CONCURSO BOOTCAMPS DE CÓDIGO - FASE II,2021,BOOTCAMP MAKEITREAL - PROGRAMA FULL STACK JS WEB DEVELOPER TIEMPO COMPLETO,20211201.0,20220901.0,RIVALDO ORTEGA ALVAREZ,,,,,5750.0,0.0,0.0,DOLARES,20260105,05012026,2026-01-05,20260105,5750.0
105-PROINNOVATE-IMTEMC-2023,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2023,IMPLEMENTACION Y CERTIFICACION HACCP PARA GARANTIZAR LA INOCUIDAD ALIMENTARIA EN MUKI RESTOBAR MARISQUERIA,20230523.0,20240623.0,GRUPO MUKI E.I.R.L.,KIMBIRI,LA CONVENCION,CUSCO,80907.0,45000.0,10285.72,6857.14,SOLES,20260105,05012026,2026-01-05,20260105,62142.86
105-PROINNOVATE-IMTEMC-2024,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2024,"DIAGNOSTICO, IMPLEMENTACION Y CERTIFICACION DE LA NORMA ISO 9001:2015 EN LA EMPRESA REAL ORGANIC SOCIEDAD ANONIMA CERRADA PARA MEJORAR LA GESTION DE SUS PROCESOS Y RECURSOS EN LA FABRICACION DE ACEITE DE COCO",20240306.0,20250406.0,REAL ORGANIC SOCIEDAD ANONIMA CERRADA,LAMAS,LAMAS,SAN MARTIN,220501.0,44200.0,10080.0,6720.0,SOLES,20260105,05012026,2026-01-05,20260105,61000.0
105-PROINNOVATE-IMTEMDC2-2025,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 2,2025,IMPLEMENTACION DE UN SISTEMA CRM PARA GESTIONAR RELACIONES CON LOS CLIENTES EN EMPRESA DE INNOVACION TECNOLOGICA,20250527.0,20260427.0,SOLUCIONES IQ SAC,SURQUILLO,LIMA,LIMA,150141.0,45000.0,10285.71,6857.14,SOLES,20260707,20260707,2026-07-07,20260707,62142.85
105-PROINNOVATE-PAIM1-2022,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A LA INTERNACIONALIZACIÓN MODALIDAD I - EMPRENDEDOR EXPORTADOR,2022,COMERCIALIZAR EL SERVICIO DE AUDITORIA A LAS PEQUENAS Y MEDIANAS EMPRESAS DEL SECTOR DE CONSTRUCCION EN EL PAIS DE ECUADOR.,20220509.0,20240610.0,IQC PERU S.A.C.,SAN ISIDRO,HUAYTARA,HUANCAVELICA,90612.0,53460.0,5940.0,0.0,SOLES,20260105,05012026,2026-01-05,20260105,59400.0
1050-PROINNOVATE-IMTEMC-2023,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2023,"IMPLEMENTACION Y CERTIFICACION DEL SISTEMA INTEGRADO DE GESTION BASADO EN LAS NORMAS ISO 9001:2015, ISO 14001:2015 E ISO 45001:2018  EN LA EMPRESA  SERVISEGUR PERU S.A.C.",20240306.0,20250406.0,SERVISEGUR PERU S.A.C.,SAN LUIS,LIMA,LIMA,150134.0,45000.0,10285.71,6857.14,SOLES,20260105,05012026,2026-01-05,20260105,62142.85
1050-PROINNOVATE-IMTEMD-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DIGITALES,2025,DIGITALIZACION ESTRATEGICA PARA FORTALECER LA GESTION DE PEDIDOS Y LA ATENCION AL CLIENTE EN RESTAURANTES,20251031.0,20260630.0,CREPISIMO S.A.C.,AREQUIPA,AREQUIPA,AREQUIPA,40101.0,45000.0,10286.0,6857.0,SOLES,20260707,20260707,2026-07-07,20260707,62143.0
1050-PROINNOVATE-IMTEMDC2-2024,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 2,2024,OPTIMIZACION INTEGRAL DE PLATAFORMA DE CONTENIDOS B2B PARA MICROEMPRESARIOS CON ENFOQUE INTERNACIONAL MEDIANTE UNA ESTRATEGIA DE MARKETING Y AUTOMATIZACION DE FLUJOS COMERCIALES EN T4B GROUP S.A.C.,20250127.0,20260226.0,T4B GROUP S.A.C.,PUEBLO LIBRE,LIMA,LIMA,150121.0,45000.0,10286.0,6857.0,SOLES,20260707,20260707,2026-07-07,20260707,62143.0
1051-PROINNOVATE-CPCC2F2-2023,BID 4,CONCURSO DE PROYECTOS COLABORATIVOS DE INNOVACIÓN FASE 2 - CATEGORÍA 2,2023,TRANSFORMACION DE RELAVES MINEROS EN MATERIALES PARA USO EN CONSTRUCCION CON TRATAMIENTO DE ZEOLITAS: UNA ESTRATEGIA DE SOSTENIBILIDAD Y ECONOMIA CIRCULAR EN COMPANIA MINERA PODEROSA S.A.,20240117.0,20270116.0,CIA MINERA PODEROSA S A,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,1199999.9972,748851.6588,600000.0,SOLES,20260707,20260707,2026-07-07,20260707,2548851.656
1051-PROINNOVATE-IMTEMD-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DIGITALES,2025,"DIGITALIZACION DE LOS PROCESOS CLAVES DE LA EMPRESA AGROFORESTAL LA TORRE EIRL. QUE PERMITAN UNA MEJOR PLANIFICACION, CONTROL , EFICIENCIA Y POSICIONAMIENTO DE SUS LINEAS DE NEGOCIO A PARTIR DEL CAFE.",20260203.0,20261103.0,AGROFORESTAL LA TORRE EIRL.,VILLA RICA,OXAPAMPA,PASCO,190307.0,45000.0,10285.71,6857.14,SOLES,20260707,20260707,2026-07-07,20260707,62142.85
1051-PROINNOVATE-IMTEMDC2-2024,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 2,2024,"IMPLEMENTACION DE UN SISTEMA DE GESTION ERP CLOUD COMPUTING PARA EL CONTROL, PLANIFICACION DE LA CRIANZA DE TILAPIA Y DEL STOCK EN LINEA DE LOS PRODUCTOS TERMINADOS QUE CONLLEVE A UN INCREMENTO DE LA EFICIENCIA OPERATIVA UNA EMPRESA ACUICULTURA DE RIOJA",20250221.0,20260121.0,CONSTRUCCIONES Y ACUICULTURA SAC,NUEVA CAJAMARCA,RIOJA,SAN MARTIN,220804.0,45000.0,10285.71,6857.14,SOLES,20260105,05012026,2026-01-05,20260105,62142.85
1052-PROINNOVATE-AEE-2023,BID 4,Startup Perú PLUG - Atracción de Emprendedores Extranjeros,2023,"CLEANLIGHT: TORRES DE ILUMINACION SOSTENIBLES, CONFIABLES, EFICIENTES Y AUTONOMAS",20240305.0,20240905.0,CLEANLIGHT PERU S.A.C.,MIRAFLORES,LIMA,LIMA,150122.0,154000.0,22000.0,44000.0,SOLES,20240620,20240620,2024-06-20,20240620,220000.0
1052-PROINNOVATE-IMTEMC-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2025,"""IMPLEMENTACION Y CERTIFICACION DEL SISTEMA DE GESTION DE SEGURIDAD Y SALUD EN EL TRABAJO BASADA EN LA NORMA ISO 45001:2018 EN LA EMPRESA INDUSTRIAS METALICAS OFICERVITECMER S.A.C.""",20251023.0,20260823.0,INDUSTRIAS METALICAS OFICERVITECMER SOCIEDAD ANONIMA CERRADA,SURQUILLO,LIMA,LIMA,150141.0,44500.0,11523.2,7600.0,SOLES,20260707,20260707,2026-07-07,20260707,63623.2
1052-PROINNOVATE-IMTEMDC2-2024,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 2,2024,CALZADOS LAGUNA: TRANSFORMACION DIGITAL PARA LA OPTIMIZACION PRODUCTIVA Y FINANCIERA,20250319.0,20260219.0,CREACIONES LAGUNA E I R L,SAN JUAN DE LURIGANCHO,LIMA,LIMA,150132.0,45000.0,10500.0,6700.0,SOLES,20250505,20250505,2025-05-05,20250505,62200.0
1053-PROINNOVATE-DER-2023,BID 4,DINAMIZACIÓN DEL ECOSISTEMA REGIONAL DE INNOVACIÓN Y EMPRENDIMIENTO,2023,IMPULSANDO EL FORTALECIMIENTO Y DINAMIZACION DEL ECOSISTEMA REGIONAL EN INNOVACION Y EMPRENDIMIENTO - DER EN EL DEPARTAMENTO DE LORETO,20240409.0,20270409.0,GOBIERNO REGIONAL DE LORETO,IQUITOS,MAYNAS,LORETO,160101.0,3000000.0,451564.57,455157.14,SOLES,20260707,20260707,2026-07-07,20260707,3906721.71
1053-PROINNOVATE-IMTEMC-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2025,"IMPLEMENTACION Y  CERTIFICACION DEL SISTEMA DE GESTION INTEGRADO SEGUN ISO 9001:2015, ISO 14001:2015 E ISO  45001:2018 EN LA EMPRESA ACERO ESTUDIO LATAM S.A.C.",20251107.0,20260707.0,ACERO ESTUDIO LATAM SOCIEDAD ANONIMA CERRADA - ACERO ESTUDIO LATAM SAC,MIRAFLORES,LIMA,LIMA,150122.0,59980.0,15665.75,10170.0,SOLES,20260707,20260707,2026-07-07,20260707,85815.75
1054-PROINNOVATE-EIN-2025,BID 4,EMPRENDIMIENTOS INNOVADORES,2025,ENJAMBRE: COLMENAS EN RED PARA POLINIZACION Y TRAZABILIDAD B2B CON IOT+BLOCKCHAIN,20251014.0,20260514.0,HUAYLLA ZAVALETA ADRIAN ALEX,OTUZCO,OTUZCO,LA LIBERTAD,130601.0,67000.0,9571.43,19142.86,SOLES,20260707,20260707,2026-07-07,20260707,95714.29
1054-PROINNOVATE-IMTEMC-2023,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2023,"IMPLEMENTACION Y CERTIFICACION DE LA TRINORMA ISO 9001, 14001 Y 45001 PARA ELEVAR LA CALIDAD, SOSTENIBILIDAD Y SEGURIDAD EN PROYECTOS INTEGRALES S.A.C.",20240318.0,20250418.0,PROYECTOS INTEGRALES S.A.C.,SAN MARTIN DE PORRES,LIMA,LIMA,150135.0,45000.0,10576.0,6723.0,SOLES,20260105,05012026,2026-01-05,20260105,62299.0
1054-PROINNOVATE-IMTEMDC1-2024,BID 4,DIGITALIZACIÓN EMPRESARIAL - CATEGORÍA 1,2024,"DESARROLLAR UN APLICATIVO WEB DE TRAZABILIDAD PARA LA ASOCIACION QUE DIGITALICE SU INFORMACION PRODUCTIVA, QUE LA TRANSFORME EN INDICADORES CLAVE Y PERMITA A CLIENTES Y STAKEHOLDERS VISIBILIZAR EL COMPROMISO CON LA SOSTENIBILIDAD EN LA PRODUCCION DE CAFE ORO.",20250411.0,20260311.0,ASOCIACION DE PRODUCTORES AGROPECUARIOS PERFILES COFFEE PERU,JAEN,JAEN,CAJAMARCA,60801.0,63450.0,15030.0,10020.0,SOLES,20260707,20260707,2026-07-07,20260707,88500.0
1055-PROINNOVATE-IMTEMC-2023,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2023,IMPLEMENTACION Y CERTIFICACION DEL SISTEMA DE GESTION DE CALIDAD BASADO EN LA NORMA ISO 9001:2015 EN LA EMPRESA CONSULTING AND TRAINING MABI S.A.C.,20240318.0,20250318.0,CONSULTING AND TRAINING MABI S.A.C.,SAN ISIDRO,LIMA,LIMA,150131.0,45000.0,10285.71,6857.14,SOLES,20260105,05012026,2026-01-05,20260105,62142.85
